component_key,Authority,split,image_count,filenames,relief_group_keys,content_sha256_values
component:a144771d002c241f,Ashurnasirpal II,train,23,BM 124564-1.jpg;BM 124564-2.jpg;BM 124564-3.jpg;BM 124564-4.jpg;BM 124564-5.jpg;BM 124564-6.jpg;BM 124564-7.jpg;BM 124564-8.jpg;BM 124564-9.jpg;BM 124565-1.jpg;BM 124565-10.jpg;BM 124565-11.jpg;BM 124565-2.jpg;BM 124565-3.jpg;BM 124565-4.jpg;BM 124565-5.jpg;BM 124565-6.jpg;BM 124565-7.jpg;BM 124565-8.jpg;BM 124565-9.jpg;BM 124566-1.jpg;BM 124566-2.jpg;BM 124566-3.jpg,relief:bm_court_scene_124564_124566,0ce2873aa5840124a1cebaa084b108d46e7f7c7a829ebc7f71497dbfa22a5848;1b27e74b9fd5d71485560abd3c6482ab2394df9dadb7a0fce1c02f1b9505d524;2f0de3e31e48af4a5b29d098819108cf05ca0c15ab9555da18786e5b36242772;52509f2a0d3be4610f30ad5a26863f0d16a637e02751f976ce6489bce36824da;7e073e424b62df5aaf6393aad95a18df8e02657ea2f9a64b73bc84401e8e3e28;99494ba21e19e5bdaac5136440c9f34d0698feaf904fcf5ab6d368b77e987a71;ad701d1652e3cfbf64eaf47da3ef57d9490570e28044a9d43c4c3127252ce9c2;aeca001345a2bf0d7b95717b67da73fc35f884aa70b11aac0475a3451133fdfa;b8cae3edb8ff601ddf4ae1829b9e8be37c60ab7b76a11ecc4d06ae56056f5f9f;c308f815a8977b3125e22eb0e734726fb7c92b7721fd4c33e68eeb9e6553431e;d3f1627ef27066fd71b5cc345c4e4f244a244b073a83d0b412ff418b89ae7e18;d79ac64be3d9530c73cb930a3628c3f6074dbb2af62e5fd1dfc29653d518ae93;da13e7e1837da8a8cfd9401bb60dcd5a160d5af15576e3ddb7c82126b50c24bd;deb9379edeb17df285320ac454ee21469927c9a87b0303295a2d7152f91a008d;dfe234d9611b688645f886a4476491c2b78f74b4fded18d006f172729340fe9d;e3d492fe2599362351c8a5fd7f278b0d8bcdf543804d5f92d9f074d1807da95c;e9d5db29b778694204e2c0bf71e099a333d88ad2e430f262a69f538b433754da;f923f2153435b0cc419fff80831a1086785abe867394ae7c76b83562807a9449
component:a2c3e4662a48afa6,Ashurnasirpal II,test,3,BRK 55.149-1.jpg;BRK 55.149-2.jpg;BRK 55.150-1.jpg,relief:brooklyn_55_149_55_150,37e93291b30b1f04fdbc34ddcdfa9deccfa8254b3658cac2babdabcc7e18e592;a6a4c088e9189ca61ab3b156f87f84ec92d3d03e8952c391bdaaf5de5f58b8e5;a74176b96cb2d55fe7a7f7e2b4c7c40d78fb2ec67a34e3f7ad1a3c9d368c7597
component:a8606aa2ad096d9a,Ashurnasirpal II,train,11,BM 124584-1.jpg;BM 124584-2.jpg;BM 124584-3.jpg;BM 124584-4.jpg;BM 124585-1.jpg;BM 124585-2.jpg;BM 124585-3.jpg;BM 124585-4.jpg;BM 124585-5.jpg;BM 124585-6.jpg;BM 124585-7.jpg,relief:bm_124584_124585,0c3aa7a8f45ec149783c8455af12aaaa5534a4954187d6dbd75544e37149ed8a;0da3df20dc3bd4a02e5fc8b90a74c6e56ae246b20e7cacf20d5cf0f83896983c;33d5a243cf61f4d16dd7cfb31a0c19da7d07f594dd4dedda4e410d35a2ead048;4de85034aa243f91e136086eee74bfd0adac8c863f7acad5d2757cd22c78fdee;77ebb14efa040fb83628b4feec7020b1808c54fa48ae3856797d5d673c59a184;83ec5f19b914967a88eff50515e544bfcd0e38f9c19d088463f2831ea3f7fb4f;a5931330405c4f9e9d0fb817f65a3e361b6468686ac653d8d0383b199a2441e7;c68dc34b60ef362550f4f7fddb9ff8e4911f0dad16d923188a4111341faed547;d6243485922bb484bed9720279a7ea7aebf2458e1cc8c16e8bb2ede6951fdf3f;e4d0ec1a293133d3a8e65f1c424b607595062c2cb15bb57e93e2546d8374b394
component:a8ac52075a51d8c9,Sargon II,test,1,AO 19896-1.jpg,object:louvre_cl010122719,27a7acb1f2b99e522b8e0e2e53c657d8b95bc835c0ee9dd85dcdc54db87907fe
component:ac09f30382d7a7ae,Sargon II,train,1,BM 118831-1.jpg,object:bm_w_1847_0702_27,ba8cbd8478fcaeb930b2dd9ff141796d0473bdef553a091136d91c74c24816d2
component:af4283a3cfc298d8,Ashurnasirpal II,test,1,MET 17.190.2078-1.jpg,object:met_322487,9680032a917aab2fbda0c3a550f0bbf36ffea4daf1654c9645180145488c23a6
component:af96050e0dcf5973,Sargon II,train,3,AO 19870-1.jpg;AO 19870-2.jpg;AO 19870-3.jpg,object:louvre_cl010122695,0e2c36d562eedab10d3d0d2d42265a580868b43291b15231b50226f051934b83;c96c8ed9e4819d4b3cd6fe9dd37901388f68b158afb82adc27c98acf0d91952b;d6de32df00c7c65484eb56faa476c8300c4b7e2846b9abcd25dfcaa651c33a6c
component:b0677c4f454d2452,Sargon II,train,21,BM 118812-1.jpg;BM 118812-2.jpg;BM 118812-3.jpg;BM 118812-4.jpg;BM 118816-1.jpg;BM 118816-2.jpg;BM 118816-3.jpg;BM 118818-1.jpg;BM 118818-2.jpg;BM 118818-3.jpg;BM 118824-1.jpg;BM 118827-1.jpg;BM 118827-2.jpg;BM 118827-3.jpg;BM 118828-1.jpg;BM 118828-2.jpg;BM 118828-3.jpg;BM 118828-4.jpg;BM 118828-5.jpg;BM 118830-1.jpg;BM 118830-2.jpg,possible:bm_khorsabad_frieze_118812_118830,0ff8b384da351eb13e6c023b5fcaeb2642f051d1e3f8e91f48cd7e2b4ac65fd8;1b357740c21de8220a955d34f1ac2f25d774f892da4197f4bd50090f01c08cd0;32d2ce3e68779fd01bb59d7b59d00d02c909d008ad21269c1db7783629859bb6;581c38447326f85b61c4291e93e2f1244cf5e98983236ffad55622681b3bd067;64023958b71a0bc72502493ecf2704a916c00e936e9241191f8ef12badb518c0;677d9a2ee45abfab01e40f00e8f52ffa1ec42ae4c6cc8be73f3b04d6eabb9031;682fa63a206b74d0cae2822cb1c66302bf441079052dd76c824e9093083158d4;6bf1613654bd6244b31c85b8cb684f0d8c95011f3c3ec43ffcedb7ef3bfe84ab;7210914b48e4cf6c8c09f76ca2d8706d204d47791470a1e887a042caa2fafd5e;79853da4dca8125008e12233c3b537e36c440c4d0813aec41de2e1af5ef44b0f;7d2301fb28c042aa4bba95a20f6b8336b8e675b66a7eb063128b00a1d3d770a0;869433665c91c73a594797653ca46d4099923f700da3d774477648a994210624;8f426ad4343aabdbf1fc4a8680d11d8c0d8093e50879ed5f7d75d384d5ca8cfb;9067e560a36eaa230d9a02551dadee33ba73e80a5bd2a2be837d773a9949b863;90c96e23494d5c0592d53c4c8d201a1c4ec1383c8d840c07f8e70732f4a8101c;9a22481598e1af8bc1ba2bc2fb4dcdfbaada8c9db211c4fe86d27d03031e9302;d3a29dbfc76e4b6efa69ac619d21c1e5860e2dd2a6fc5e2013f22b4ce313703b;dcb2003c414edf3d2b6f0042cb5bc146464c3653a4cbd3bad48a36e408efce33;edaf44c842f7a80719a8101ed8b93410fc80e50e0696b39c1004cdbc438c78fc;f2f198ecd60318fe022c8a9829e85b14eeb529824676c1e41118542033ddc5c9;f90b95c34e587ede2a0923976d9b0596d0a3eab352370497b52d9921ad5d832d
component:b087c4d790d6e581,Sargon II,train,2,BM 118810-1.jpg;BM 118810-2.jpg,object:bm_w_1847_0702_24,1705edf9c0c108509ae70df94d7a852c5915e3731254678aa398d70d00b6e8b5;19f097cc62d8b53751165730b2e4b727dd4b601f798d63f7eb75813c0d72001a
component:b2f2d98de5f75ad9,Ashurnasirpal II,test,1,MET 32.143.12-1.jpg,object:met_322619,96b4e9d007188f40942a3805698b1fb27dc73e2598c932f15fcfe1bfff7b5d71
component:b36e0484649da15a,Ashurnasirpal II,train,5,BM 124544-1.jpg;BM 124544-2.jpg;BM 124544-3.jpg;BM 124544-4.jpg;BM 124544-5.jpg,object:bm_w_1849_0502_9,1ae7acdac3b28068abef7fbbf00d3cc3be8892de570a1eda8f3beb3b93f2b633;be5d0fd101f5a3eaf2062e3376bec8c11368e77491d198299602ed13fa8d7d84;e194fd23aed4ae4396b8c8e9dac8eef4f8b285d98969b97acd0d75614dc91a88;f2c10d6a8c472a9ee8eb659df76d938f9752e04e803fd365f137c1db4bb336f4;fd791404769d48c40c774e0c94108002f594b2cb6778354371ba9c8558b48999
component:b421156fe724dc45,Sargon II,train,6,AO 19863-1.jpg;AO 19863-2.jpg;AO 19863-3.jpg;AO 19863-4.jpg;AO 19863-5.jpg;AO 19863-6.jpg,object:louvre_cl010122689,0340729628b392b0e023e96747aa46823d364e24877a02d7b762968cd054ad83;48929942265f87e59d934359b6d02365ba853bb7f2033ec6e520b45aed54a219;bb173a904e610b429e0eea9fdfd20cacaf1548a72d9092b527c601f965493671;be152677b17916634de918b8400a4caef822c04e0319d9139b3fc885075a18cf;e3c5a8cd223cd43dce3934bf2fa50f868fd2e2aab39cf1ea04dc4205836c1d13;e88e6dd887ac791a2d6ccbe78db3827243d7968300546d91df4adb2bb6f72ad8
component:b7737af97c955939,Sargon II,train,1,AO 19918-1.jpg,object:louvre_cl010122723,32a06aee00f4cebfd77dec157ca3f3aaff2954d1e5ce2e6278b9517b6e09db35
component:b86414ebdd2a3298,Ashurbanipal,val,5,BM 124889-1.jpg;BM 124889-2.jpg;BM 124889-3.jpg;BM 124890-1.jpg;BM 124890-2.jpg,object:bm_w_1856_0909_19_1;object:bm_w_1856_0909_19_2,8d2f775551a24e288ed810f763e26f8c9851fddd4966b2e8c621cb3a938c3704;c917e77be3a8506be77c10442b8f8459a79a36680a49cbcb2ba97dec499b0023;e215cff1db4d023c9c261e6710b791d9e6a794f02d0cd516bb6d8738bed35440
component:bbf2f6f2e024c21d,Ashurnasirpal II,val,3,BM 124557-1.jpg;BM 124557-2.jpg;BM 124557-3.jpg,object:bm_w_1856_0909_210,116317155f555425fd584dfa228ef23c7a7607d271ce9b69fb7218bdc9058deb;7946a2f4a42d7d225826146479c0037cd2f3f1e84d76e61586d46b2583bb2b15;9e131939db823da9c7ac248ab680c83193009529ff70f24f0e1cf80557184d95
component:bce90e2dbcf0afa8,Sargon II,test,2,BM 118811-1.jpg;BM 118811-2.jpg,object:bm_w_1847_0702_6,2448e28075228a935aec4b0b0e0d9547cac3b8daacd1b7d2934831002730c889;3a9736aa90b4144291a01c7a316a5f4ab91d2ce8229be8af60ac449e8e0cb389
component:be817899297bd71c,Ashurbanipal,val,14,BM 124893-1.jpg;BM 124893-10.jpg;BM 124893-11.jpg;BM 124893-12.jpg;BM 124893-13.jpg;BM 124893-14.jpg;BM 124893-2.jpg;BM 124893-3.jpg;BM 124893-4.jpg;BM 124893-5.jpg;BM 124893-6.jpg;BM 124893-7.jpg;BM 124893-8.jpg;BM 124893-9.jpg,object:bm_w_1856_0909_21_6,03d98e9f058fc46ea9cb15bbd6898c5a576beb94630060364ce7de903dd55745;06be332b119f04701f0241f6f6b28f4fb1db39326bf3ad11e34caf5e0ca679cb;0d59da4e6904b8076aa99769aa206e4cf1982a9e7e1bb3146a316de468f83bc1;3b7831e32d73da6f955ec7fdfdb1081f9dd1f76423ef0c65b80620bd4681f080;6903e8064f5dee0cca8180691a95ab12b8cf73c35db41d84c162a1bf7eb884af;7401373d427373574b2f94ddaf7905b764b86b5b2f8e3edacd966c15c3f6fc21;7caa98a36775ddc55222a579e04cf68b3cb3c78b2a842b892dc67070e3d6937d;8461e69e960bba7cfbce93ad87683d783c8a880d728b5fccbec8ab35413456e5;85a0ca711ea5b5d520af80962ed5e11dec9511ecd8aa35e971674179bd6cda90;8879f250f277dca797f074bbc0f8ce86ce13ca4d33ca0fe3d317aec3cc1ecc06;a1b09b6529285254e02ccee53ada77dd6ff45c7dd92a9729532de28e68861d3b;b4661d89339fe5522ab4b6073e25420cdd01719e29c8b5e6f60b9468da4f73dd;c7754ba5470af2b404996ce8a2b2b43791ef0d85c9ee859612ae4b7be57a07a4;d2ae6da5d7d3bf0050fa3d80a7af150d57c8bd68478e42116d1205b027c3b23f
component:bf7ad17eb238988d,Sargon II,val,3,AO 19878-1.jpg;AO 19878-2.jpg;AO 19878-3.jpg,object:louvre_cl010122702,55a9894197a7bde8dd0b0729a57479cb1e1b20e1b8eddb2c77a71a03420c2e8e;7f4e754d6b9d2cb710df07e2cd4b5e461fb0da7c6cfb9c94c71861fc3a8751bd;c2e5b034a6bde5be5a1d3d21d9edaad8e3ec6084a2c65a7ed8529f242121ae1e
component:c167cf19d7f02d9e,Sargon II,val,4,AO 19869-1.jpg;AO 19869-2.jpg;AO 19869-3.jpg;AO 19869-4.jpg,object:louvre_cl010122694,95683028163a4654f44ccafe1f385e99ef827da66886ca213f0f6a19412a48ae;b23c7109d62785b8fbb4288d2d6bdf1e41fe3c960aca6eb48f1d86a3cbaa9979;bc4100d02dcbeea726f87005065bff25338f23637b8c50a08a16522cc089245d;e3adabd51241215ef38fc5d75f522ac2e58dde2912a383cd511f4082c3552502
component:c27ef6c733cb9666,Ashurnasirpal II,val,1,BM 124530-1.jpg,object:bm_w_1851_0902_504,9ce8c54d4096e959da6d1546b7412f97efd6d0d760906d3c244ce3333001f80c
component:c2a831c92b9da5f5,Ashurbanipal,train,5,BM 118918-1.jpg;BM 118918-2.jpg;BM 118918-3.jpg;BM 118918-4.jpg;BM 118918-5.jpg,object:bm_w_1856_0909_26,144819b2e71f5dbc1d301fae534420d74cd3a876194e2792df4460e77634ceb9;3a6fd51a9e7853b879da4189154872c00d201e727d39dcac636a5ce8baf57b56;44ed92b36cdf637264feb5ba9f2479e0a0e43da874c89274d29bb293068a4a45;5ddee7c10190803b1e56773d122f49b8a7cc804cd491bfd6e41c03149b86e6f4;93ab5f21ed4ddd058ec8cf25aaf43c6b330a668d05a033625132ac92cbc79bed
component:c640a4bd702bc287,Ashurbanipal,test,1,BM 124872-1.jpg,object:bm_w_1856_0909_47,3e63af63dd0363e6c064cd35619420304977a3ce9b0bbdde7c7f4b432ff309eb
component:cc32663a4a88c800,Ashurnasirpal II,train,1,MET 17.190.2080-1.jpg,object:met_322489,b05f6b50e136124b615283f3474c835a94acc76c21d6be11c24b866b6faee079
component:cd3a833ae20aee8d,Ashurbanipal,train,4,BM 124793-1.jpg;BM 124793-2.jpg;BM 124793-3.jpg;BM 124793-4.jpg,object:bm_w_rm_1093,1537e98af2b02463241cb07a8bab9c58b31464ef27f48cb00b41011cfc434fe5;bdcdb2d51634195f2ec0c06a4017d923adb6cd4b2d76d40e8bb0eaba7b2d3029;d8aef3499fc541cdeec3c54828c5f0f9a6f9b2af53fe56918b0068c5ee59ef9d;fe302f93703a13df58890808942010038bc72f96eaaa3dc67f0aa67abf30044e
component:cd997aa82408c7e4,Ashurnasirpal II,train,4,BM 124567-1.jpg;BM 124567-2.jpg;BM 124567-3.jpg;BM 124567-4.jpg,object:bm_w_1850_1228_10,1ec8c653453a34484d15d704272507717b9398ecce07cc73a3d8772c028ad1e7;30d91596519bcadf2e4c54cb8233d41bb7ed0100208fb5b6e419ed815cf724ed;8dc155534ac8cc75ca8ae8afdc87faa05be67731c6ad45ae39c69bfd31042062;989badacdadaeaea99d483dad6ed9c886dbf96e05b4c7608e985e1298e1d1314
component:cdcde6e96b8e38c3,Ashurnasirpal II,test,1,MET 31.72.3-1.jpg,object:met_322595,e70aa82f26f9f6d65b8967da573b51c463f44b897e7c21cdbe2443ebd398be7f
component:ce82469a07c30f11,Ashurnasirpal II,val,4,BM 124569-1.jpg;BM 124569-2.jpg;BM 124569-3.jpg;BM 124569-4.jpg,object:bm_w_1849_0502_14,0b08ef73d5ffcfe7d8dfae35ee91e9113dc664d633839167d0f621739d2b584d;250d9ef13d56c69fd12531ca2fc4fc1389e0280d49f1a1ec6596e5c29cc02fac;352550f759fd6a9bc093df39e24dc28548e2af074d83ac2e4c60347478a5b742;61e3d792fe08e840650a0445d01d896a9541b5a4cf78b9deeb41b93d18c4b16b
component:d02b2dac92a774f5,Ashurbanipal,test,1,BM 124931-1.jpg,object:bm_w_1856_0909_17_18_2,ca0961c0e75d2e87ce689a68a2492fc08cbe00b68a04fa3ba4c9b070ec4e37ad
component:d0a00c96ca55f505,Sargon II,val,3,AO 19876-1.jpg;AO 19876-2.jpg;AO 19876-3.jpg,object:louvre_cl010122700,564d34fff1958721d0b938dd14f868850298e84b401aba896cc00e05bc1cbd08;7708ce9ea304f166ac6b6053ba3597b7d41a4d187e32ba47baca36a736ac9ccc;d7f2cbdb761ea6a9898a1daec0fc1726c8dc5c6ddbc667161a95ed5a51d07651
component:d50b8e780f731a29,Ashurbanipal,test,2,BM 124867-1.jpg;BM 124867-2.jpg,object:bm_w_1856_0909_16_3,0a05ed98c0c823bafcbfdb08e90e245db6ec8a17010be9f705e7d136e0b13356;91608edd2db9ea0406531e4fb4dd71330cc0be262086bcccbfd33beddd0f8dfd
component:d53c1a364259480d,Sargon II,test,1,AO 19917-1.jpg,object:louvre_cl010122722,8a8d18cafeb701d54b4c3c383940d268cd95b523634bfb24da8d3442ffbf7ec8
component:d56157afc437d0e1,Sargon II,test,1,BM 118814-1.jpg,object:bm_w_1847_0702_19,e3ee184705563d3069d543361bf795050fcc35f1781f6f9b2d94051276d371ef
component:d6f26b811224c374,Ashurnasirpal II,train,8,BM 124554-1.jpg;BM 124554-2.jpg;BM 124554-3.jpg;BM 124554-4.jpg;BM 124554-5.jpg;BM 124554-6.jpg;BM 124554-7.jpg;BM 124554-8.jpg,object:bm_w_1849_1222_23,011cbcf622b161fac89500d59df6edabbe3d479f3663f07d91a2066d856a22f7;12b02dbb41582beca68726b7e1823577d475ce6fde13f63d4892593a086fd572;32648cb5cea9fd4281a359aeb7f45f12204852ec6885765efa4f72a803b674dd;407c5d54a754b2adacece7c2dcb7b73a9eb1acdb004f782e3d6a919236188a83;862d9c820a23b8213500541215fa627c31dbecc830f90f75b685f0cf069fa79d;94715093d605cacd3fbc91788e351f18d8ed8110827b26c91e32b1b2a115201e;9a4d03e2f4f07084c722634e72bad36387da62ed112ddaca019249fa07e8c308;f671fa42fe0ee1151e438804cb86a0dfc549a316f1ee2ca467b33e8e91ccf405
component:d94e08299cd0aa05,Ashurnasirpal II,train,2,BOS 35.731-1.jpg;BOS 35.731-2.jpg,object:mfa_relief_of_a_protective_deity,2d74ed3d74e932dd3119a77841a7400de3888fcb082adc1412df65f2de4e704f;990996ac1f1ec5663da132cae1c46978b0c22623087071acb46dfe90c170c9a0
component:d96e80f3232c9ca5,Ashurnasirpal II,val,1,HMA S.856.3.1-1.tif,object:hma_s_856_3_1,f9e97634d11d56242e1ecd6059c9fd57d313b965942ba09659b0c3f520094fc7
component:d9a32fc73c776b8f,Ashurnasirpal II,train,6,BM 98061-1.jpg;BM 98061-2.jpg;BM 98061-3.jpg;BM 98061-4.png;BM 98061-5.png;BM 98061-6.png,object:bm_w_1903_1010_2,057500babe2504d3ac5c217990ad4283354a5dc299259ca67ab0db9794cff208;12347287bd9f62984d80f0a959b93fdc6777015a699bf96e9cbfd9b52ffe81d0;78ed618a95446efe6e4d96696ccd48bd8026c46c20f9786466360b230f76d42c;9f67f2feff7b3540f5518182ac7e6b415d842ff389c056fc22404113e804e582;bf6fc0d12e05a6a1ee13755c68b6eb47b89d6308ce405e5e02b11ba43c9f0fc9;e3884f21e7a8a083422c6d9dfcbca8fbfc5047a0080ea968de262c0dbcbadc00
component:de0dbb0932fa433b,Ashurnasirpal II,val,3,BM 124568-1.jpg;BM 124568-2.jpg;BM 124568-3.jpg,object:bm_w_1850_1228_5,47de978a20f570d03cbcf1aa8cc1d7843c667191d0ea046f306a2ef885e3a598;cc8675c39ae3f96ab72d6ad681e319aa81fdc68aa649340af21c3050b3dd2991;f17479e0a49b982c6c518471fe033505b0b70bef0987cad57fe812663688bae0
component:de87f3b13f238d84,Ashurbanipal,test,2,BM 124887-1.jpg;BM 124887-2.jpg,object:bm_w_1856_0909_51,9832d1e491441686ee1eb5fc4fcf9b43c9f2ef13e1207f6ac67476d8ed19927a;b998251b4e38fc57a26934cda562b3507a1521865a5c20265bcb02c19b288a5b
component:dfdd4235b880fc51,Ashurnasirpal II,val,1,MET 17.190.2077-1.jpg,object:met_322486,d0949c0a7ab7cdbefb676931335d47193017e51bf947fbcdbed2a9f7d2f1c181
component:dfe7823153363648,Sargon II,val,1,MET 33.16.1-1.jpg,object:met_322895,80aae312f24366a51ad3ae26d984feb33374187abf9782b7a5905ab04ba8f69c
component:e08482d27a62dbce,Ashurnasirpal II,train,6,BM 124534-1.jpg;BM 124534-2.jpg;BM 124534-3.jpg;BM 124534-4.jpg;BM 124534-5.jpg;BM 124534-6.jpg,object:bm_w_1847_0623_11,016c088d9ae2486a2b15309dbd32e6b3a60ec28ac6fd7563225a5dd3145bbbd2;29021641e15f6d7e118a7a0271e5ed0c57cf529cb6f856f605272d8162d247fa;337cf70f5bb78f6bbcbbc670a867f6ecda9d5b0e15b913863d03a19494e42c45;47892b4a3a671ecb04248c59bb3c73ada0dc703559a6bc353fa84c6cf3418fe3;c932d5daaa5980ee061703c3cb40567612ad4041c1bcb1ee5fe05c53ca106c56;e78f334c48eb782ce702c6c07f785414a7e8121f41fc31c5531c9f1520a461ab
component:e17c334a61158cf3,Ashurnasirpal II,test,1,MET 32.143.7-1.jpg,object:met_322614,458bd164a1cc97b048dbd74aec5c2f84774b53241fcf998e60f032a0aae017bb
component:e2b989267f88b6bb,Sargon II,train,4,AO 19875-1.jpg;AO 19875-2.jpg;AO 19875-3.jpg;AO 19875-4.jpg,object:louvre_cl010122699,689592d64b5996274f3504f5a962c7f65c7091238e93efd136cdb2aaa42bdd59;8ff7111c6ffd31a474b3bdcc66725f8b8ac89cd500363b5d72a8e0f636db0b66;b380cc9ad40fa137978551b97e6119c649a3908462fb9aaf918b3fbdbe056f97;f48a061fd71a8c8bef30e32a12ef730bdfdf8402e8a6f7a2266beaf8bc07f416
component:e3555baf0baf0dda,Ashurnasirpal II,train,3,BM 124586-1.jpg;BM 124586-2.jpg;BM 124586-3.jpg,object:bm_w_1847_0623_4,46db8113205ba811875644a04cb63e5eaa4dda9ae417826dcb80d5d80e7b0930;a030b96110fb80c851c64ad5e8c86de1f4bcf27ab858d456f565f323b77b06f0;e69fe766eb62266ae2270172781c8066c1d35b38cc613f959f6fe23455cda08e
component:e92d5ff2d726f1c0,Ashurnasirpal II,test,2,BM 124549-1.jpg;BM 124549-2.jpg,object:bm_w_1849_1222_6,058c60703f2209cbe4386530fa4c69c18733447f8b8c6c2285838bf24b4c86fb;3c0e396e77004887a238334d8015dd8522892d83a617c92e969fb2163a57e50d
component:eb7c0d98ada46e0a,Ashurbanipal,test,5,BM 124919-1.jpg;BM 124919-2.jpg;BM 124919-3.jpg;BM 124919-4.jpg;BM 124919-5.jpg,object:bm_w_1856_0909_52,2cdab94831bc8ff826a74e070b980662e25531a284bfd7497323f49d08749a33;742a38e121b19c1e2a22397399f6d0e7adca729106126c69910267222286f5b0;9741b34489c9ebe59940fc8a233aac2bf824f7d5513dde8bcaaa4dfb94ca99f7;9dbd72cf65dbd7a8eefd76ff07b51b87b23b0de6e5bdc4cf20b483e94dd965ed;d60644c8d20812f039fae1f792119ac12597639edd8976c72be7443ddfaa29da
component:ec367661f6437692,Ashurbanipal,train,15,BM 124874-1.jpg;BM 124874-10.jpg;BM 124874-11.jpg;BM 124874-12.jpg;BM 124874-13.jpg;BM 124874-14.jpg;BM 124874-15.jpg;BM 124874-2.jpg;BM 124874-3.jpg;BM 124874-4.jpg;BM 124874-5.jpg;BM 124874-6.jpg;BM 124874-7.jpg;BM 124874-8.jpg;BM 124874-9.jpg,object:bm_w_1856_0909_48_8,019b2d05bdd606f8ef7b0d1a77e87d8b43d8bc9efd0c437c235a581b386dd483;1d9c5e2b2e52e3122f6d0d2197eb98ce336541dbf942f76c2a910f2c9a3a6bfe;3a34e98713287a95097f344d33405af3847e571936d8f2e5ed9a1c38e1d0f0eb;5c2390bbcafc05276f229007f3474e9b13c87003d3499c780abdd137a56f3657;683fa685903000d3cd71d02f8517ac55fe1b83837ee1ad17ece2ba94b8114e53;8401c3783fc12b449b19078c8dcd5f5bad46f77b608b8a1b27b4c396af450a76;85e465e0f09540831b2d4a381dce67df063c232fc4633f0e355e46392db7b675;a5205df9fa298267ffc0a2b33ba3eeb1540a2c842e3badca8706598f7e1160a9;afe649a59716a3c4e85b24887432b53279dadf9b56a35277487f4bde72b3270a;b95c0e086ec296c06f22dd1ad627e34bdd9ec53f4a71fdb9d4dc89c71ec62143;ba423a655a59ff6807d85200223b93fa76db1feb8653e4779662625daf6c5a80;bf43ef20f0f13631b07e24455b13defd183220222b7878a6d0fd56f213f7503e;c88ee1ed1872b1fe18fa504b7a22995f4aa817244afd8bbe102e0abc87aff88e;e3a8ce8224b9b8781033a63f919d8bf93305a519119f710a1597bf3c36d49250;fa3b1e9d59cd3bc926289e6e8b3bd2ca9cab14a64ec81bddc1efd0e62c86d4de
component:ee070c7dc38ffef0,Ashurnasirpal II,test,2,BM 124539-1.jpg;BM 124539-2.jpg,object:bm_w_1849_0502_11,49e50fd6d37b0d9846373e5d003dc9016724f2fdd69b4669785a59f0035959a4;c9d489da9387d52439c9484913dcdb28bdd8e870b33bce0e53c87c7f7c6de649
component:f1361a1a2e806a6e,Ashurnasirpal II,train,10,BM 124552-1.jpg;BM 124552-10.jpg;BM 124552-2.jpg;BM 124552-3.jpg;BM 124552-4.jpg;BM 124552-5.jpg;BM 124552-6.jpg;BM 124552-7.jpg;BM 124552-8.jpg;BM 124552-9.jpg,object:bm_w_1848_1104_20,3f89c4aca15786dfb8fcf98a26aeaaf845fbbc3adbbed44c485b2b6f2e821b90;4ae6f8ff80ba712f480bd30ad831c7ae98f92df30df18f63f430e7fe4ba8c959;5d919f370f54b5e7fc9879f7233035eaa9a23c2d1497a264fdc541275b76b2b0;6c559634b504ac8b14a6bb026c16e256db5bc0c522223b7b023ea1826cf3d7ed;a3a45c643a940acb8d811a7fa05a67dfd9760b244254341437583796c0d74bcd;a603256102067b8532f5e6133ba1098443fe5ee25c3e226fc9942ff5e0e82962;a9c9ba2b5f7224fe40e5f04d3a4644048380a9f55c9b02d508cea440a20c55f4;d8062acb8160225559ec35ad0cde8f2d3e38a84833ca85b9a5956659c227e58a;e3a33bee27d1b2ec6be1990de144fe06da77033dcff26aa5c4b26461e4ecc9ea;fceb89d03b29f6b56a4a137d203f23e88194a521f5e45c2a2ae0f25b20255150
component:f1ebded2f446e3b1,Ashurnasirpal II,train,6,BM 124540-1.jpg;BM 124540-2.jpg;BM 124540-3.jpg;BM 124540-4.jpg;BM 124540-5.jpg;BM 124540-6.jpg,object:bm_w_1849_1222_16,12b6827b490dcd25c4984c4408ccd36b8b8e05f8a3c31d692ca3afb397d8d81c;39a3028c6086f6f6d08cff4ef706506857db845d1ddb8d964564b8d7105fe019;463a114c9290913b69ac1cd7c9be6417afd693cb1c95000e0e0cea1644df7efd;6fa8846ff4704ba76137dd6a6c242e40b4a754dfe208262859e7e8ea4bc62c33;c2e4fd75422dcd0a4313324634d85166d130244a5dfe635f44c061bdea79ae7b
component:f27dd8f35df6bb38,Ashurnasirpal II,train,2,BM 124580-1.jpg;BM 124580-2.jpg,object:bm_w_1849_1222_19,32d4f0cd2fe862bf6f79e9630dd38d1c24b99d7ba42957ad16971cb77b248900;57364f8ba178eb3776426415c53f4a2f03c989ca4fcd64312911c6f3efbd26d7
